id,name,owner,watchers,created_at,updated_at,size,stars,open_issues_count,forks,topic
37958358,tesseract.js,naptha,35251,2015-06-24T02:49:52Z,2024-11-08T09:19:01Z,109171,35251,35,2228,Notes
97249406,wtfjs,denysdovhan,35202,2017-07-14T15:42:12Z,2024-11-08T15:20:43Z,1549,35202,41,2554,Notes
436297812,memos,usememos,33935,2021-12-08T15:30:18Z,2024-11-08T14:42:02Z,33353,33935,40,2452,Notes
259463685,carbon-lang,carbon-language,32319,2020-04-27T21:45:16Z,2024-11-08T13:38:10Z,33599,32319,113,1477,Notes
229764465,30-Days-Of-JavaScript,Asabeneh,43221,2019-12-23T14:07:40Z,2024-11-08T15:19:15Z,124975,43221,345,10021,Kanban
37958358,tesseract.js,naptha,35251,2015-06-24T02:49:52Z,2024-11-08T09:19:01Z,109171,35251,35,2228,Kanban
568098118,plane,makeplane,30387,2022-11-19T12:55:01Z,2024-11-08T15:19:47Z,101487,30387,407,1695,Kanban
1213225,highlight.js,highlightjs,23690,2011-01-01T23:47:21Z,2024-11-08T14:30:13Z,14997,23690,107,3595,Kanban
16089035,wekan,wekan,19594,2014-01-21T01:26:28Z,2024-11-08T13:42:15Z,66531,19594,645,2834,Kanban
2649214,arangodb,arangodb,13563,2011-10-26T06:42:00Z,2024-11-08T13:41:40Z,2844768,13563,777,836,Kanban
156317154,onedev,theonedev,13345,2018-11-06T02:57:01Z,2024-11-08T13:36:18Z,224978,13345,0,860,Kanban
6899875,openproject,opf,9404,2012-11-28T09:59:11Z,2024-11-08T13:58:20Z,1565538,9404,72,2352,Kanban
13206906,purescript,purescript,8562,2013-09-30T05:29:23Z,2024-11-06T21:39:50Z,13829,8562,297,564,Kanban
16238673,kanboard,kanboard,8493,2014-01-25T19:58:30Z,2024-11-08T13:44:00Z,93594,8493,153,1801,Kanban
229764465,30-Days-Of-JavaScript,Asabeneh,43221,2019-12-23T14:07:40Z,2024-11-08T15:19:15Z,124975,43221,345,10021,ERP
19745004,odoo,odoo,38655,2014-05-13T15:38:58Z,2024-11-08T14:57:03Z,9580015,38655,6920,25057,ERP
37958358,tesseract.js,naptha,35251,2015-06-24T02:49:52Z,2024-11-08T09:19:01Z,109171,35251,35,2228,ERP
332357698,ruoyi-vue-pro,YunaiV,27677,2021-01-24T03:18:25Z,2024-11-08T13:44:01Z,174874,27677,14,5914,ERP
1213225,highlight.js,highlightjs,23690,2011-01-01T23:47:21Z,2024-11-08T14:30:13Z,14997,23690,107,3595,ERP
1864233,erpnext,frappe,21759,2011-06-08T08:20:56Z,2024-11-08T13:36:40Z,1231084,21759,2032,7308,ERP
184611677,yudao-cloud,YunaiV,16292,2019-05-02T16:06:49Z,2024-11-08T14:34:35Z,43616,16292,0,3980,ERP
2649214,arangodb,arangodb,13563,2011-10-26T06:42:00Z,2024-11-08T13:41:40Z,2844768,13563,777,836,ERP
403254193,Some-Many-Books,Dujltqzv,11417,2021-09-05T08:25:23Z,2024-11-08T13:36:52Z,10,11417,10,1444,ERP
408022055,Books-Free-Books,lTbgykio,10267,2021-09-19T03:29:09Z,2024-11-08T14:39:29Z,59,10267,3,1108,ERP
229764465,30-Days-Of-JavaScript,Asabeneh,43221,2019-12-23T14:07:40Z,2024-11-08T15:19:15Z,124975,43221,345,10021,CRM
37958358,tesseract.js,naptha,35251,2015-06-24T02:49:52Z,2024-11-08T09:19:01Z,109171,35251,35,2228,CRM
332357698,ruoyi-vue-pro,YunaiV,27677,2021-01-24T03:18:25Z,2024-11-08T13:44:01Z,174874,27677,14,5914,CRM
1213225,highlight.js,highlightjs,23690,2011-01-01T23:47:21Z,2024-11-08T14:30:13Z,14997,23690,107,3595,CRM
1864233,erpnext,frappe,21759,2011-06-08T08:20:56Z,2024-11-08T13:36:40Z,1231084,21759,2032,7308,CRM
82238168,monica,monicahq,21687,2017-02-17T00:02:58Z,2024-11-08T07:30:27Z,151590,21687,705,2175,CRM
572984571,twenty,twentyhq,20044,2022-12-01T13:04:40Z,2024-11-08T15:10:20Z,184386,20044,340,2225,CRM
392073243,platform,hcengineering,17031,2021-08-02T19:39:23Z,2024-11-08T15:20:33Z,6488660,17031,437,1029,CRM
184611677,yudao-cloud,YunaiV,16292,2019-05-02T16:06:49Z,2024-11-08T14:34:35Z,43616,16292,0,3980,CRM
2649214,arangodb,arangodb,13563,2011-10-26T06:42:00Z,2024-11-08T13:41:40Z,2844768,13563,777,836,CRM
229764465,30-Days-Of-JavaScript,Asabeneh,43221,2019-12-23T14:07:40Z,2024-11-08T15:19:15Z,124975,43221,345,10021,POS
